State,County,Population
 Alabama,Autauga County,58800
 Alabama,Baldwin County,231767
 Alabama,Barbour County,25226
 Alabama,Bibb County,22284
 Alabama,Blount County,59130
 Alabama,Bullock County,10355
 Alabama,Butler County,19048
 Alabama,Calhoun County,116437
 Alabama,Chambers County,34692
 Alabama,Cherokee County,24984
 Alabama,Chilton County,45012
 Alabama,Choctaw County,12664
 Alabama,Clarke County,23091
 Alabama,Clay County,14235
 Alabama,Cleburne County,15055
 Alabama,Coffee County,53470
 Alabama,Colbert County,57232
 Alabama,Conecuh County,11594
 Alabama,Coosa County,10379
 Alabama,Covington County,37570
 Alabama,Crenshaw County,13201
 Alabama,Cullman County,87861
 Alabama,Dale County,49320
 Alabama,Dallas County,38470
 Alabama,DeKalb County,71627
 Alabama,Elmore County,87980
 Alabama,Escambia County,36768
 Alabama,Etowah County,103415
 Alabama,Fayette County,16322
 Alabama,Franklin County,32111
 Alabama,Geneva County,26662
 Alabama,Greene County,7732
 Alabama,Hale County,14788
 Alabama,Henry County,17141
 Alabama,Houston County,107213
 Alabama,Jackson County,52563
 Alabama,Jefferson County,674311
 Alabama,Lamar County,13971
 Alabama,Lauderdale County,93560
 Alabama,Lawrence County,33058
 Alabama,Lee County,174341
 Alabama,Limestone County,103561
 Alabama,Lowndes County,10319
 Alabama,Macon County,19531
 Alabama,Madison County,388156
 Alabama,Marengo County,19325
 Alabama,Marion County,29334
 Alabama,Marshall County,97609
 Alabama,Mobile County,414810
 Alabama,Monroe County,19768
 Alabama,Montgomery County,228957
 Alabama,Morgan County,123452
 Alabama,Perry County,8511
 Alabama,Pickens County,19125
 Alabama,Pike County,33003
 Alabama,Randolph County,21966
 Alabama,Russell County,59171
 Alabama,St Clair County,91494
 Alabama,Shelby County,223024
 Alabama,Sumter County,12343
 Alabama,Talladega County,82153
 Alabama,Tallapoosa County,41311
 Alabama,Tuscaloosa County,228135
 Alabama,Walker County,65345
 Alabama,Washington County,15390
 Alabama,Wilcox County,10596
 Alabama,Winston County,23540
 Alaska,Aleutians East Borough,3420
 Alaska,Aleutians West Census Area,5232
 Alaska,Anchorage Municipality,291246
 Alaska,Bethel Census Area,18664
 Alaska,Bristol Bay Borough,843
 Alaska,Chugach Census Area,7104
 Alaska,Copper River Census Area,2616
 Alaska,Denali Borough,1624
 Alaska,Dillingham Census Area,4858
 Alaska,Fairbanks North Star Borough,95667
 Alaska,Haines Borough,2079
 Alaska,Hoonah-Angoon Census Area,2356
 Alaska,Juneau City and Borough,32250
 Alaska,Kenai Peninsula Borough,58797
 Alaska,Ketchikan Gateway Borough,13950
 Alaska,Kodiak Island Borough,13097
 Alaska,Kusilvak Census Area,8368
 Alaska,Lake and Peninsula Borough,1476
 Alaska,Matanuska-Susitna Borough,107078
 Alaska,Nome Census Area,10039
 Alaska,North Slope Borough,11037
 Alaska,Northwest Arctic Borough,7794
 Alaska,Petersburg Borough,3401
 Alaska,Prince of Wales-Hyder Census Area,5759
 Alaska,Sitka City and Borough,8452
 Alaska,Skagway Municipality,1242
 Alaska,Southeast Fairbanks Census Area,6811
 Alaska,Wrangell City and Borough,2127
 Alaska,Yakutat City and Borough,663
 Alaska,Yukon-Koyukuk Census Area,5345
 Arizona,Apache County,66024
 Arizona,Cochise County,125440
 Arizona,Coconino County,145098
 Arizona,Gila County,53272
 Arizona,Graham County,38539
 Arizona,Greenlee County,9563
 Arizona,La Paz County,16552
 Arizona,Maricopa County,4425315
 Arizona,Mohave County,213261
 Arizona,Navajo County,106715
 Arizona,Pima County,1043441
 Arizona,Pinal County,426007
 Arizona,Santa Cruz County,47663
 Arizona,Yavapai County,236211
 Arizona,Yuma County,205009
 Arkansas,Arkansas County,17144
 Arkansas,Ashley County,19064
 Arkansas,Baxter County,41637
 Arkansas,Benton County,284334
 Arkansas,Boone County,37374
 Arkansas,Bradley County,10542
 Arkansas,Calhoun County,4740
 Arkansas,Carroll County,28257
 Arkansas,Chicot County,10212
 Arkansas,Clark County,21462
 Arkansas,Clay County,14551
 Arkansas,Cleburne County,24720
 Arkansas,Cleveland County,7551
 Arkansas,Columbia County,22796
 Arkansas,Conway County,20713
 Arkansas,Craighead County,111242
 Arkansas,Crawford County,60135
 Arkansas,Crittenden County,48167
 Arkansas,Cross County,16834
 Arkansas,Dallas County,6478
 Arkansas,Desha County,11395
 Arkansas,Drew County,17346
 Arkansas,Faulkner County,123487
 Arkansas,Franklin County,17104
 Arkansas,Fulton County,12071
 Arkansas,Garland County,100173
 Arkansas,Grant County,17959
 Arkansas,Greene County,45732
 Arkansas,Hempstead County,20065
 Arkansas,Hot Spring County,33043
 Arkansas,Howard County,12786
 Arkansas,Independence County,37933
 Arkansas,Izard County,13580
 Arkansas,Jackson County,16761
 Arkansas,Jefferson County,67258
 Arkansas,Johnson County,25750
 Arkansas,Lafayette County,6306
 Arkansas,Lawrence County,16219
 Arkansas,Lee County,8597
 Arkansas,Lincoln County,12937
 Arkansas,Little River County,12022
 Arkansas,Logan County,21135
 Arkansas,Lonoke County,74025
 Arkansas,Madison County,16533
 Arkansas,Marion County,16822
 Arkansas,Miller County,42596
 Arkansas,Mississippi County,40687
 Arkansas,Monroe County,6797
 Arkansas,Montgomery County,8480
 Arkansas,Nevada County,8315
 Arkansas,Newton County,7226
 Arkansas,Ouachita County,22648
 Arkansas,Perry County,10023
 Arkansas,Phillips County,16570
 Arkansas,Pike County,10162
 Arkansas,Poinsett County,22965
 Arkansas,Polk County,19221
 Arkansas,Pope County,63381
 Arkansas,Prairie County,8283
 Arkansas,Pulaski County,399125
 Arkansas,Randolph County,18573
 Arkansas,St Francis County,23090
 Arkansas,Saline County,123422
 Arkansas,Scott County,9834
 Arkansas,Searcy County,7832
 Arkansas,Sebastian County,127797
 Arkansas,Sevier County,15842
 Arkansas,Sharp County,17276
 Arkansas,Stone County,12352
 Arkansas,Union County,39057
 Arkansas,Van Buren County,15792
 Arkansas,Washington County,245862
 Arkansas,White County,76825
 Arkansas,Woodruff County,6268
 Arkansas,Yell County,20260
 California,Alameda County,1682296
 California,Alpine County,1176
 California,Amador County,40497
 California,Butte County,211632
 California,Calaveras County,45284
 California,Colusa County,21837
 California,Contra Costa County,1165983
 California,Del Norte County,27742
 California,El Dorado County,191185
 California,Fresno County,1008649
 California,Glenn County,28919
 California,Humboldt County,136467
 California,Imperial County,179710
 California,Inyo County,19024
 California,Kern County,909233
 California,Kings County,152484
 California,Lake County,68164
 California,Lassen County,32733
 California,Los Angeles County,10017401
 California,Madera County,156254
 California,Marin County,262325
 California,Mariposa County,17128
 California,Mendocino County,91587
 California,Merced County,282447
 California,Modoc County,8699
 California,Mono County,13196
 California,Monterey County,441012
 California,Napa County,138014
 California,Nevada County,102236
 California,Orange County,3187256
 California,Placer County,404752
 California,Plumas County,19800
 California,Riverside County,2419967
 California,Sacramento County,1585030
 California,San Benito County,64209
 California,San Bernardino County,2181664
 California,San Diego County,3298647
 California,San Francisco County,878392
 California,San Joaquin County,779232
 California,San Luis Obispo County,282448
 California,San Mateo County,764659
 California,Santa Barbara County,448217
 California,Santa Clara County,1936278
 California,Santa Cruz County,272140
 California,Shasta County,182452
 California,Sierra County,3235
 California,Siskiyou County,44079
 California,Solano County,453551
 California,Sonoma County,488862
 California,Stanislaus County,553285
 California,Sutter County,99635
 California,Tehama County,65905
 California,Trinity County,16116
 California,Tulare County,473121
 California,Tuolumne County,55623
 California,Ventura County,844363
 California,Yolo County,217867
 California,Yuba County,81575
 Colorado,Adams County,519575
 Colorado,Alamosa County,16377
 Colorado,Arapahoe County,655077
 Colorado,Archuleta County,13355
 Colorado,Baca County,3510
 Colorado,Bent County,5651
 Colorado,Boulder County,330770
 Colorado,Broomfield County,74106
 Colorado,Chaffee County,19476
 Colorado,Cheyenne County,1749
 Colorado,Clear Creek County,9360
 Colorado,Conejos County,7459
 Colorado,Costilla County,3496
 Colorado,Crowley County,5917
 Colorado,Custer County,4708
 Colorado,Delta County,31197
 Colorado,Denver County,715513
 Colorado,Dolores County,2325
 Colorado,Douglas County,357990
 Colorado,Eagle County,55722
 Colorado,Elbert County,26046
 Colorado,El Paso County,731781
 Colorado,Fremont County,48937
 Colorado,Garfield County,61689
 Colorado,Gilpin County,5802
 Colorado,Grand County,15714
 Colorado,Gunnison County,16919
 Colorado,Hinsdale County,783
 Colorado,Huerfano County,6812
 Colorado,Jackson County,1380
 Colorado,Jefferson County,582944
 Colorado,Kiowa County,1445
 Colorado,Kit Carson County,7081
 Colorado,Lake County,7436
 Colorado,La Plata County,55638
 Colorado,Larimer County,359065
 Colorado,Las Animas County,14563
 Colorado,Lincoln County,5673
 Colorado,Logan County,21529
 Colorado,Mesa County,155705
 Colorado,Mineral County,865
 Colorado,Moffat County,13293
 Colorado,Montezuma County,25848
 Colorado,Montrose County,42678
 Colorado,Morgan County,29112
 Colorado,Otero County,18686
 Colorado,Ouray County,4880
 Colorado,Park County,17393
 Colorado,Phillips County,4536
 Colorado,Pitkin County,17366
 Colorado,Prowers County,12003
 Colorado,Pueblo County,168162
 Colorado,Rio Blanco County,6526
 Colorado,Rio Grande County,11543
 Colorado,Routt County,24831
 Colorado,Saguache County,6373
 Colorado,San Juan County,701
 Colorado,San Miguel County,8070
 Colorado,Sedgwick County,2401
 Colorado,Summit County,31292
 Colorado,Teller County,24706
 Colorado,Washington County,4818
 Colorado,Weld County,328986
 Colorado,Yuma County,9980
 Connecticut,Capitol Planning Region,977685
 Connecticut,Greater Bridgeport Planning Region,325778
 Connecticut,Lower Connecticut River Valley Planning Region,174224
 Connecticut,Naugatuck Valley Planning Region,450166
 Connecticut,Northeastern Connecticut Planning Region,95344
 Connecticut,Northwest Hills Planning Region,112456
 Connecticut,South Central Connecticut Planning Region,570732
 Connecticut,Southeastern Connecticut Planning Region,280432
 Connecticut,Western Connecticut Planning Region,620884
 Delaware,Kent County,181844
 Delaware,New Castle County,570721
 Delaware,Sussex County,237390
 District of Columbia,District of Columbia,689545
 Florida,Alachua County,278474
 Florida,Baker County,28264
 Florida,Bay County,175210
 Florida,Bradford County,28305
 Florida,Brevard County,606607
 Florida,Broward County,1944404
 Florida,Calhoun County,13642
 Florida,Charlotte County,186824
 Florida,Citrus County,153845
 Florida,Clay County,218245
 Florida,Collier County,375761
 Florida,Columbia County,69698
 Florida,DeSoto County,33975
 Florida,Dixie County,16756
 Florida,Duval County,995561
 Florida,Escambia County,321904
 Florida,Flagler County,115375
 Florida,Franklin County,12454
 Florida,Gadsden County,43819
 Florida,Gilchrist County,17860
 Florida,Glades County,12126
 Florida,Gulf County,14195
 Florida,Hamilton County,14004
 Florida,Hardee County,25332
 Florida,Hendry County,39619
 Florida,Hernando County,194510
 Florida,Highlands County,101232
 Florida,Hillsborough County,1459774
 Florida,Holmes County,19655
 Florida,Indian River County,159789
 Florida,Jackson County,47316
 Florida,Jefferson County,14512
 Florida,Lafayette County,8228
 Florida,Lake County,383964
 Florida,Lee County,760822
 Florida,Leon County,292207
 Florida,Levy County,42913
 Florida,Liberty County,7979
 Florida,Madison County,17971
 Florida,Manatee County,399716
 Florida,Marion County,375902
 Florida,Martin County,158430
 Florida,Miami-Dade County,2701751
 Florida,Monroe County,82870
 Florida,Nassau County,90356
 Florida,Okaloosa County,211662
 Florida,Okeechobee County,39640
 Florida,Orange County,1429910
 Florida,Osceola County,388661
 Florida,Palm Beach County,1492202
 Florida,Pasco County,561890
 Florida,Pinellas County,959111
 Florida,Polk County,725036
 Florida,Putnam County,73325
 Florida,St Johns County,273423
 Florida,St Lucie County,329224
 Florida,Santa Rosa County,187998
 Florida,Sarasota County,434008
 Florida,Seminole County,470852
 Florida,Sumter County,129753
 Florida,Suwannee County,43473
 Florida,Taylor County,21797
 Florida,Union County,16141
 Florida,Volusia County,553544
 Florida,Wakulla County,33766
 Florida,Walton County,75309
 Florida,Washington County,25311
 Georgia,Appling County,18443
 Georgia,Atkinson County,8289
 Georgia,Bacon County,11143
 Georgia,Baker County,2873
 Georgia,Baldwin County,43791
 Georgia,Banks County,18092
 Georgia,Barrow County,83527
 Georgia,Bartow County,108900
 Georgia,Ben Hill County,17191
 Georgia,Berrien County,18159
 Georgia,Bibb County,157345
 Georgia,Bleckley County,12585
 Georgia,Brantley County,18021
 Georgia,Brooks County,16300
 Georgia,Bryan County,44739
 Georgia,Bulloch County,79643
 Georgia,Burke County,24598
 Georgia,Butts County,25438
 Georgia,Calhoun County,5575
 Georgia,Camden County,54770
 Georgia,Candler County,10991
 Georgia,Carroll County,119132
 Georgia,Catoosa County,67873
 Georgia,Charlton County,12516
 Georgia,Chatham County,295264
 Georgia,Chattahoochee County,9569
 Georgia,Chattooga County,24971
 Georgia,Cherokee County,266600
 Georgia,Clarke County,128662
 Georgia,Clay County,2846
 Georgia,Clayton County,299394
 Georgia,Clinch County,6745
 Georgia,Cobb County,766086
 Georgia,Coffee County,43088
 Georgia,Colquitt County,45899
 Georgia,Columbia County,156011
 Georgia,Cook County,17231
 Georgia,Coweta County,146169
 Georgia,Crawford County,12126
 Georgia,Crisp County,20130
 Georgia,Dade County,16246
 Georgia,Dawson County,26797
 Georgia,Decatur County,29367
 Georgia,DeKalb County,764532
 Georgia,Dodge County,20002
 Georgia,Dooly County,11214
 Georgia,Dougherty County,85796
 Georgia,Douglas County,144336
 Georgia,Early County,10851
 Georgia,Echols County,3704
 Georgia,Effingham County,64792
 Georgia,Elbert County,19634
 Georgia,Emanuel County,22772
 Georgia,Evans County,10776
 Georgia,Fannin County,25320
 Georgia,Fayette County,119196
 Georgia,Floyd County,98580
 Georgia,Forsyth County,251285
 Georgia,Franklin County,23429
 Georgia,Fulton County,1066546
 Georgia,Gilmer County,31342
 Georgia,Glascock County,2880
 Georgia,Glynn County,84505
 Georgia,Gordon County,57548
 Georgia,Grady County,26238
 Georgia,Greene County,18915
 Georgia,Gwinnett County,957290
 Georgia,Habersham County,46029
 Georgia,Hall County,202823
 Georgia,Hancock County,8733
 Georgia,Haralson County,29918
 Georgia,Harris County,34667
 Georgia,Hart County,25831
 Georgia,Heard County,11410
 Georgia,Henry County,240705
 Georgia,Houston County,163640
 Georgia,Irwin County,9666
 Georgia,Jackson County,75918
 Georgia,Jasper County,14598
 Georgia,Jeff Davis County,14779
 Georgia,Jefferson County,15709
 Georgia,Jenkins County,8675
 Georgia,Johnson County,9188
 Georgia,Jones County,28349
 Georgia,Lamar County,18502
 Georgia,Lanier County,9882
 Georgia,Laurens County,49573
 Georgia,Lee County,33159
 Georgia,Liberty County,65284
 Georgia,Lincoln County,7688
 Georgia,Long County,16151
 Georgia,Lowndes County,118253
 Georgia,Lumpkin County,33487
 Georgia,McDuffie County,21632
 Georgia,McIntosh County,10972
 Georgia,Macon County,12078
 Georgia,Madison County,30127
 Georgia,Marion County,7503
 Georgia,Meriwether County,20622
 Georgia,Miller County,6000
 Georgia,Mitchell County,21766
 Georgia,Monroe County,27957
 Georgia,Montgomery County,8602
 Georgia,Morgan County,20100
 Georgia,Murray County,39975
 Georgia,Muscogee County,206918
 Georgia,Newton County,112529
 Georgia,Oconee County,41804
 Georgia,Oglethorpe County,14823
 Georgia,Paulding County,168651
 Georgia,Peach County,27988
 Georgia,Pickens County,33222
 Georgia,Pierce County,19713
 Georgia,Pike County,18885
 Georgia,Polk County,42848
 Georgia,Pulaski County,9857
 Georgia,Putnam County,22044
 Georgia,Quitman County,2234
 Georgia,Rabun County,16879
 Georgia,Randolph County,6417
 Georgia,Richmond County,206601
 Georgia,Rockdale County,93513
 Georgia,Schley County,4550
 Georgia,Screven County,14065
 Georgia,Seminole County,9152
 Georgia,Spalding County,67301
 Georgia,Stephens County,26776
 Georgia,Stewart County,5311
 Georgia,Sumter County,29614
 Georgia,Talbot County,5733
 Georgia,Taliaferro County,1558
 Georgia,Tattnall County,24287
 Georgia,Taylor County,7815
 Georgia,Telfair County,12472
 Georgia,Terrell County,9184
 Georgia,Thomas County,45800
 Georgia,Tift County,41359
 Georgia,Toombs County,27030
 Georgia,Towns County,12490
 Georgia,Treutlen County,6397
 Georgia,Troup County,69432
 Georgia,Turner County,9002
 Georgia,Twiggs County,8022
 Georgia,Union County,24625
 Georgia,Upson County,27696
 Georgia,Walker County,67658
 Georgia,Walton County,96636
 Georgia,Ware County,36247
 Georgia,Warren County,5215
 Georgia,Washington County,19998
 Georgia,Wayne County,30141
 Georgia,Webster County,2349
 Georgia,Wheeler County,7482
 Georgia,White County,28004
 Georgia,Whitfield County,102873
 Georgia,Wilcox County,8769
 Georgia,Wilkes County,9561
 Georgia,Wilkinson County,8881
 Georgia,Worth County,20775
 Hawaii,Hawaii County,200629
 Hawaii,Honolulu County,1016494
 Hawaii,Kalawao County,80
 Hawaii,Kauai County,73292
 Hawaii,Maui County,164757
 Idaho,Ada County,494969
 Idaho,Adams County,4379
 Idaho,Bannock County,87023
 Idaho,Bear Lake County,6370
 Idaho,Benewah County,9532
 Idaho,Bingham County,47983
 Idaho,Blaine County,24274
 Idaho,Boise County,7613
 Idaho,Bonner County,47109
 Idaho,Bonneville County,123957
 Idaho,Boundary County,12060
 Idaho,Butte County,2575
 Idaho,Camas County,1074
 Idaho,Canyon County,231116
 Idaho,Caribou County,7030
 Idaho,Cassia County,24685
 Idaho,Clark County,790
 Idaho,Clearwater County,8730
 Idaho,Custer County,4276
 Idaho,Elmore County,28674
 Idaho,Franklin County,14194
 Idaho,Fremont County,13385
 Idaho,Gem County,19127
 Idaho,Gooding County,15608
 Idaho,Idaho County,16544
 Idaho,Jefferson County,30891
 Idaho,Jerome County,24238
 Idaho,Kootenai County,171362
 Idaho,Latah County,39521
 Idaho,Lemhi County,7975
 Idaho,Lewis County,3523
 Idaho,Lincoln County,5129
 Idaho,Madison County,52911
 Idaho,Minidoka County,21584
 Idaho,Nez Perce County,42091
 Idaho,Oneida County,4564
 Idaho,Owyhee County,11918
 Idaho,Payette County,25385
 Idaho,Power County,7879
 Idaho,Shoshone County,13173
 Idaho,Teton County,11630
 Idaho,Twin Falls County,90048
 Idaho,Valley County,11742
 Idaho,Washington County,10499
 Illinois,Adams County,65736
 Illinois,Alexander County,5241
 Illinois,Bond County,16895
 Illinois,Boone County,53446
 Illinois,Brown County,6250
 Illinois,Bureau County,33274
 Illinois,Calhoun County,4434
 Illinois,Carroll County,15714
 Illinois,Cass County,13034
 Illinois,Champaign County,206455
 Illinois,Christian County,34059
 Illinois,Clark County,15481
 Illinois,Clay County,13289
 Illinois,Clinton County,36903
 Illinois,Coles County,47192
 Illinois,Cook County,5278969
 Illinois,Crawford County,18659
 Illinois,Cumberland County,10457
 Illinois,DeKalb County,100514
 Illinois,De Witt County,15521
 Illinois,Douglas County,19751
 Illinois,DuPage County,933031
 Illinois,Edgar County,16876
 Illinois,Edwards County,6244
 Illinois,Effingham County,34679
 Illinois,Fayette County,21490
 Illinois,Ford County,13522
 Illinois,Franklin County,37820
 Illinois,Fulton County,33673
 Illinois,Gallatin County,4954
 Illinois,Greene County,11986
 Illinois,Grundy County,52554
 Illinois,Hamilton County,7989
 Illinois,Hancock County,17628
 Illinois,Hardin County,3651
 Illinois,Henderson County,6385
 Illinois,Henry County,49289
 Illinois,Iroquois County,27063
 Illinois,Jackson County,53338
 Illinois,Jasper County,9300
 Illinois,Jefferson County,37113
 Illinois,Jersey County,21513
 Illinois,Jo Daviess County,22082
 Illinois,Johnson County,13307
 Illinois,Kane County,516722
 Illinois,Kankakee County,107647
 Illinois,Kendall County,131863
 Illinois,Knox County,49970
 Illinois,Lake County,714412
 Illinois,LaSalle County,109646
 Illinois,Lawrence County,15307
 Illinois,Lee County,34151
 Illinois,Livingston County,35848
 Illinois,Logan County,27987
 Illinois,McDonough County,27250
 Illinois,McHenry County,310289
 Illinois,McLean County,171241
 Illinois,Macon County,103996
 Illinois,Macoupin County,45039
 Illinois,Madison County,265972
 Illinois,Marion County,37738
 Illinois,Marshall County,11745
 Illinois,Mason County,13086
 Illinois,Massac County,14172
 Illinois,Menard County,12296
 Illinois,Mercer County,15696
 Illinois,Monroe County,34954
 Illinois,Montgomery County,28321
 Illinois,Morgan County,33567
 Illinois,Moultrie County,14537
 Illinois,Ogle County,51847
 Illinois,Peoria County,182021
 Illinois,Perry County,20945
 Illinois,Piatt County,16678
 Illinois,Pike County,14731
 Illinois,Pope County,3768
 Illinois,Pulaski County,5208
 Illinois,Putnam County,5637
 Illinois,Randolph County,30159
 Illinois,Richland County,15825
 Illinois,Rock Island County,144665
 Illinois,St Clair County,257631
 Illinois,Saline County,23821
 Illinois,Sangamon County,196412
 Illinois,Schuyler County,6901
 Illinois,Scott County,5080
 Illinois,Shelby County,20978
 Illinois,Stark County,5401
 Illinois,Stephenson County,44700
 Illinois,Tazewell County,131552
 Illinois,Union County,17353
 Illinois,Vermilion County,74203
 Illinois,Wabash County,11359
 Illinois,Warren County,16842
 Illinois,Washington County,13767
 Illinois,Wayne County,16206
 Illinois,White County,13876
 Illinois,Whiteside County,55700
 Illinois,Will County,697353
 Illinois,Williamson County,67154
 Illinois,Winnebago County,285371
 Illinois,Woodford County,38457
 Indiana,Adams County,35819
 Indiana,Allen County,385402
 Indiana,Bartholomew County,82204
 Indiana,Benton County,8708
 Indiana,Blackford County,12112
 Indiana,Boone County,70800
 Indiana,Brown County,15468
 Indiana,Carroll County,20299
 Indiana,Cass County,37867
 Indiana,Clark County,121106
 Indiana,Clay County,26461
 Indiana,Clinton County,33183
 Indiana,Crawford County,10525
 Indiana,Daviess County,33389
 Indiana,Dearborn County,50678
 Indiana,Decatur County,26475
 Indiana,DeKalb County,43272
 Indiana,Delaware County,111907
 Indiana,Dubois County,43630
 Indiana,Elkhart County,207058
 Indiana,Fayette County,23395
 Indiana,Floyd County,80473
 Indiana,Fountain County,16480
 Indiana,Franklin County,22790
 Indiana,Fulton County,20477
 Indiana,Gibson County,33016
 Indiana,Grant County,66678
 Indiana,Greene County,30807
 Indiana,Hamilton County,347491
 Indiana,Hancock County,79836
 Indiana,Harrison County,39651
 Indiana,Hendricks County,174791
 Indiana,Henry County,48915
 Indiana,Howard County,83660
 Indiana,Huntington County,36666
 Indiana,Jackson County,46434
 Indiana,Jasper County,32910
 Indiana,Jay County,20477
 Indiana,Jefferson County,33145
 Indiana,Jennings County,27607
 Indiana,Johnson County,161780
 Indiana,Knox County,36287
 Indiana,Kosciusko County,80250
 Indiana,LaGrange County,40443
 Indiana,Lake County,498695
 Indiana,LaPorte County,112420
 Indiana,Lawrence County,45005
 Indiana,Madison County,130111
 Indiana,Marion County,977206
 Indiana,Marshall County,46083
 Indiana,Martin County,9812
 Indiana,Miami County,35961
 Indiana,Monroe County,140773
 Indiana,Montgomery County,37936
 Indiana,Morgan County,71781
 Indiana,Newton County,13827
 Indiana,Noble County,47467
 Indiana,Ohio County,5932
 Indiana,Orange County,19873
 Indiana,Owen County,21332
 Indiana,Parke County,16163
 Indiana,Perry County,19172
 Indiana,Pike County,12256
 Indiana,Porter County,173224
 Indiana,Posey County,25217
 Indiana,Pulaski County,12517
 Indiana,Putnam County,36726
 Indiana,Randolph County,24507
 Indiana,Ripley County,28989
 Indiana,Rush County,16752
 Indiana,St Joseph County,272908
 Indiana,Scott County,24385
 Indiana,Shelby County,45053
 Indiana,Spencer County,19811
 Indiana,Starke County,23384
 Indiana,Steuben County,34444
 Indiana,Sullivan County,20817
 Indiana,Switzerland County,9754
 Indiana,Tippecanoe County,186246
 Indiana,Tipton County,15352
 Indiana,Union County,7084
 Indiana,Vanderburgh County,180133
 Indiana,Vermillion County,15434
 Indiana,Vigo County,106162
 Indiana,Wabash County,30972
 Indiana,Warren County,8436
 Indiana,Warrick County,63889
 Indiana,Washington County,28161
 Indiana,Wayne County,66544
 Indiana,Wells County,28173
 Indiana,White County,24698
 Indiana,Whitley County,34188
 Iowa,Adair County,7493
 Iowa,Adams County,3708
 Iowa,Allamakee County,14061
 Iowa,Appanoose County,12311
 Iowa,Audubon County,5673
 Iowa,Benton County,25584
 Iowa,Black Hawk County,131142
 Iowa,Boone County,26712
 Iowa,Bremer County,24985
 Iowa,Buchanan County,20563
 Iowa,Buena Vista County,20826
 Iowa,Butler County,14336
 Iowa,Calhoun County,9926
 Iowa,Carroll County,20766
 Iowa,Cass County,13126
 Iowa,Cedar County,18487
 Iowa,Cerro Gordo County,43127
 Iowa,Cherokee County,11658
 Iowa,Chickasaw County,12008
 Iowa,Clarke County,9747
 Iowa,Clay County,16380
 Iowa,Clayton County,17048
 Iowa,Clinton County,46460
 Iowa,Crawford County,16526
 Iowa,Dallas County,99735
 Iowa,Davis County,9112
 Iowa,Decatur County,7767
 Iowa,Delaware County,17479
 Iowa,Des Moines County,38940
 Iowa,Dickinson County,17708
 Iowa,Dubuque County,99275
 Iowa,Emmet County,9388
 Iowa,Fayette County,19513
 Iowa,Floyd County,15627
 Iowa,Franklin County,10012
 Iowa,Fremont County,6601
 Iowa,Greene County,8762
 Iowa,Grundy County,12339
 Iowa,Guthrie County,10627
 Iowa,Hamilton County,15039
 Iowa,Hancock County,10793
 Iowa,Hardin County,16875
 Iowa,Harrison County,14579
 Iowa,Henry County,20482
 Iowa,Howard County,9473
 Iowa,Humboldt County,9597
 Iowa,Ida County,7010
 Iowa,Iowa County,16660
 Iowa,Jackson County,19482
 Iowa,Jasper County,37811
 Iowa,Jefferson County,15667
 Iowa,Johnson County,152854
 Iowa,Jones County,20643
 Iowa,Keokuk County,10033
 Iowa,Kossuth County,14817
 Iowa,Lee County,33553
 Iowa,Linn County,230303
 Iowa,Louisa County,10839
 Iowa,Lucas County,8635
 Iowa,Lyon County,11929
 Iowa,Madison County,16545
 Iowa,Mahaska County,22191
 Iowa,Marion County,33417
 Iowa,Marshall County,40100
 Iowa,Mills County,14503
 Iowa,Mitchell County,10560
 Iowa,Monona County,8752
 Iowa,Monroe County,7573
 Iowa,Montgomery County,10326
 Iowa,Muscatine County,43249
 Iowa,O'Brien County,14180
 Iowa,Osceola County,6193
 Iowa,Page County,15214
 Iowa,Palo Alto County,9001
 Iowa,Plymouth County,25698
 Iowa,Pocahontas County,7078
 Iowa,Polk County,492402
 Iowa,Pottawattamie County,93647
 Iowa,Poweshiek County,18656
 Iowa,Ringgold County,4663
 Iowa,Sac County,9823
 Iowa,Scott County,174681
 Iowa,Shelby County,11749
 Iowa,Sioux County,35876
 Iowa,Story County,98534
 Iowa,Tama County,17096
 Iowa,Taylor County,5892
 Iowa,Union County,12138
 Iowa,Van Buren County,7202
 Iowa,Wapello County,35435
 Iowa,Warren County,52397
 Iowa,Washington County,22565
 Iowa,Wayne County,6492
 Iowa,Webster County,36998
 Iowa,Winnebago County,10676
 Iowa,Winneshiek County,20069
 Iowa,Woodbury County,105976
 Iowa,Worth County,7439
 Iowa,Wright County,12948
 Kansas,Allen County,12526
 Kansas,Anderson County,7836
 Kansas,Atchison County,16344
 Kansas,Barber County,4233
 Kansas,Barton County,25499
 Kansas,Bourbon County,14358
 Kansas,Brown County,9507
 Kansas,Butler County,67372
 Kansas,Chase County,2577
 Kansas,Chautauqua County,3378
 Kansas,Cherokee County,19358
 Kansas,Cheyenne County,2614
 Kansas,Clark County,1990
 Kansas,Clay County,8116
 Kansas,Cloud County,9043
 Kansas,Coffey County,8361
 Kansas,Comanche County,1689
 Kansas,Cowley County,34554
 Kansas,Crawford County,38971
 Kansas,Decatur County,2752
 Kansas,Dickinson County,18393
 Kansas,Doniphan County,7503
 Kansas,Douglas County,118777
 Kansas,Edwards County,2902
 Kansas,Elk County,2476
 Kansas,Ellis County,28935
 Kansas,Ellsworth County,6383
 Kansas,Finney County,38469
 Kansas,Ford County,34291
 Kansas,Franklin County,25996
 Kansas,Geary County,36738
 Kansas,Gove County,2724
 Kansas,Graham County,2415
 Kansas,Grant County,7352
 Kansas,Gray County,5648
