organization_group_code,job_family_code,job_code,year_type,year,organization_group,department_code,department,union_code,union,job_family,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_and_dental,other_benefits,total_benefits,total_compensation
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327722,53286.45,8624.72,1775.96,63687.13,10048.39,23416.21,3340.03,36804.63,100491.76
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51326928,92127.47,26095.96,7214.97,125438.4,18060.87,18721.3,9464.47,46246.64,171685.04
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,53807732,91480.0,35871.24,6416.6,133767.84,17788.97,18586.53,10041.33,46416.83,180184.67
2,7300,7381,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Automotive Mechanic,51877244,99057.44,7927.04,2764.9,109749.38,18654.47,16988.43,8314.87,43957.77,153707.15
2,9100,9116,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Sr Fare Collections Receiver,50881968,96361.4,6300.61,506.0,103168.01,17691.49,17764.11,8219.09,43674.69,146842.7
2,9100,9179,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,351,"Municipal Exec Assoc, Misc",Street Transit,"Manager V, MTA",51877069,254790.0,0.0,4500.0,259290.0,46203.74,21010.13,14036.0,81249.87,340539.87
2,9100,9139,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Supervisor,53686868,99349.1,30226.5,1714.44,131290.04,18477.96,18641.2,10268.37,47387.53,178677.57
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327347,14522.08,2344.68,1040.57,17907.33,2749.32,8879.73,1243.26,12872.31,30779.64
2,1600,1652,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21","Payroll, Billing & Accounting",Accountant II,52346935,86036.8,0.0,0.0,86036.8,15748.36,16201.8,6741.08,38691.24,124728.04
2,5500,5504,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Construction Project Mgmt,Project Manager 2,53616825,194709.11,0.0,0.0,194709.11,34699.16,16201.8,12732.43,63633.39,258342.5
2,7500,7540,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,261,"Laborers, Local 261",Semi-Skilled & General Labor,Track Maintenance Worker,51877416,87496.68,24890.16,4181.36,116568.2,16783.28,18009.39,8893.0,43685.67,160253.87
2,8200,8201,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,School Crossing Guard,51348622,12410.09,0.0,0.0,12410.09,0.0,0.0,942.53,942.53,13352.62
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51338038,74775.75,6479.51,3042.34,84297.6,14115.83,16259.09,6326.71,36701.63,120999.23
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51326914,79203.08,12418.4,4141.36,95762.84,15142.16,16097.59,6947.11,38186.86,133949.7
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51736598,62751.42,24783.71,7700.27,95235.4,14441.93,17343.09,7108.57,38893.59,134128.99
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51326912,13486.94,1585.65,601.01,15673.6,2572.58,2766.89,1132.59,6472.06,22145.66
2,8200,8214,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Parking Control Officer,53306829,67060.46,5065.09,3636.07,75761.62,12911.8,14406.18,5813.11,33131.09,108892.71
2,8200,8214,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Parking Control Officer,51348338,82424.3,4805.51,2499.81,89729.62,15496.51,17695.78,7142.5,40334.79,130064.41
2,9100,9102,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Transit Car Cleaner,53166882,32089.85,0.0,4896.56,36986.41,6689.7,6823.81,2747.15,16260.66,53247.07
2,7300,7346,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,4,SF City Workers United,Journeyman Trade,Painter,51877540,104783.2,17836.38,2330.0,124949.58,19613.19,17972.89,9580.11,47166.19,172115.77
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337186,91480.0,9902.49,14724.26,116106.75,19309.7,18586.53,8846.65,46742.88,162849.63
2,7300,7318,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electronic Maintenance Tech,54156860,123105.0,7000.0,0.0,130105.0,22530.32,19508.44,10066.91,52105.67,182210.67
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51336508,83538.55,33612.71,10528.37,127679.63,17086.07,17146.07,9357.88,43590.02,171269.65
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51966942,32657.26,3681.4,1243.49,37582.15,6898.53,9454.61,2813.46,19166.6,56748.75
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,51326621,160395.22,0.0,0.0,160395.22,28580.53,16201.8,12249.23,57031.56,217426.78
2,7300,7381,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Automotive Mechanic,51349054,107325.63,6122.43,9586.57,123034.63,21409.67,18402.31,9200.38,49012.36,172046.99
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51338029,78728.28,8838.73,4101.52,91668.53,15069.81,16002.85,6901.6,37974.26,129642.79
2,7300,7371,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electrical Transit System Mech,50862109,112281.0,16846.01,14099.91,143226.92,23142.16,19508.44,11128.78,53779.38,197006.3
2,7300,7332,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Maintenance Machinist,51426490,118960.02,9554.59,0.0,128514.61,21781.21,18402.31,10027.11,50210.63,178725.24
2,1800,1823,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,53966976,4925.0,0.0,0.0,4925.0,896.84,0.0,374.05,1270.89,6195.89
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337140,92782.81,48348.37,11149.56,152280.74,18899.36,18850.5,11344.37,49094.23,201374.97
2,9100,9136,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Training Specialist,53966867,112663.9,2118.41,2270.36,117052.67,21016.6,18641.2,8837.51,48495.31,165547.98
2,1700,1704,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Computer Operatns & Repro Svcs,Communications Dispatcher 1,51347540,56944.68,6890.94,687.38,64523.0,10554.74,12857.45,5099.45,28511.64,93034.64
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327710,53469.56,1397.54,2573.11,57440.21,11285.61,0.0,4363.21,15648.82,73089.03
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337023,83421.39,15506.01,5392.16,104319.56,16120.71,16945.89,7583.7,40650.3,144969.86
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327216,53924.0,9152.21,3648.32,66724.53,10472.66,17066.16,4734.03,32272.85,98997.38
2,7300,7334,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,39,"Stationary Engineers, Local 39",Journeyman Trade,Stationary Engineer,51876505,114863.07,1691.19,1655.29,118209.55,21336.65,18065.13,9237.37,48639.15,166848.7
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,51876901,82584.1,27425.81,5032.19,115042.1,16042.91,17738.51,8617.43,42398.85,157440.95
2,9100,9110,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Fare Collections Receiver,50851893,83254.5,7327.98,5343.99,95926.47,16182.13,17764.11,7629.57,41575.81,137502.28
2,8200,8216,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Senior Parking Control Officer,52897102,81102.13,2246.2,1709.38,85057.71,15101.0,16485.17,6730.11,38316.28,123373.99
2,9500,9508,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",MTA Operations,Prpl Permit and Citation Clerk,50076548,0.0,0.0,10173.45,10173.45,0.0,0.0,778.26,778.26,10951.71
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337277,41811.98,5702.95,4851.51,52366.44,8355.86,24918.79,3911.52,37186.17,89552.61
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327070,83678.85,10982.18,8622.55,103283.58,16723.94,17000.85,7473.12,41197.91,144481.49
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337492,91990.56,3375.18,5795.52,101161.26,17771.25,18691.81,7630.86,44093.92,145255.18
2,7400,7410,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,252,"TWU, Local 250-A, AutoServ",Skilled Labor,Automotive Service Worker,51876931,86451.6,21680.75,21194.04,129326.39,19717.75,16370.96,10053.97,46142.68,175469.07
2,8100,8167,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Legal & Court,Admin Hearing Examiner,51337639,125242.63,0.0,0.0,125242.63,22933.18,16201.8,9739.56,48874.54,174117.17
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337097,41016.36,148.26,1875.27,43039.89,0.0,0.0,3268.61,3268.61,46308.5
2,7300,7380,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,"Electrl Trnst Mech, Asst Sprv",51347014,129939.4,818.34,0.0,130757.74,23792.55,19508.44,10230.41,53531.4,184289.14
2,7200,7242,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,4,SF City Workers United,Supervisory-Labor & Trade,Painter Supervisor 1,51349135,125476.7,38397.79,0.0,163874.49,22976.06,17972.89,12274.38,53223.33,217097.82
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327910,90341.4,8392.45,10478.15,109212.0,18320.69,20548.09,7936.59,46805.37,156017.37
2,1800,1840,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Junior Management Assistant,51336641,93297.47,64.11,560.0,93921.58,17185.77,17764.11,6785.81,41735.69,135657.27
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337678,64969.95,24156.72,3758.74,92885.41,12511.79,13215.21,6748.59,32475.59,125361.0
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,53296901,91287.9,24263.65,5154.1,120705.65,17529.67,18547.61,9104.48,45181.76,165887.41
2,1000,1044,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Information Systems,IS Engineer-Principal,53106912,166776.4,0.0,15950.4,182726.8,29696.83,16201.8,14095.47,59994.1,242720.9
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327669,93770.38,28069.05,4227.27,126066.7,17810.75,19051.88,9509.09,46371.72,172438.42
2,7300,7318,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electronic Maintenance Tech,53466828,151756.05,13885.68,7054.61,172696.34,27054.46,19487.34,12077.16,58618.96,231315.3
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51326924,90271.96,8258.69,6436.72,104967.37,17569.1,18338.34,7724.61,43632.05,148599.42
2,7300,7381,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Automotive Mechanic,51348667,77758.92,373.98,2036.88,80169.78,14640.96,13346.09,6147.62,34134.67,114304.45
2,9100,9102,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Transit Car Cleaner,51876908,44239.89,827.76,6217.56,51285.21,9238.66,9463.74,4105.98,22808.38,74093.59
2,8200,8214,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Parking Control Officer,51348061,82743.4,34948.32,2866.56,120558.28,15621.73,17764.11,9497.52,42883.36,163441.64
2,8200,8214,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Parking Control Officer,51348549,33027.35,2612.03,1180.65,36820.03,6307.43,6657.27,3019.33,15984.03,52804.06
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327772,91559.58,14734.15,9049.7,115343.43,18297.88,18606.08,8510.35,45414.31,160757.74
2,7300,7346,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,4,SF City Workers United,Journeyman Trade,Painter,51349144,30327.8,0.0,264.0,30591.8,5677.27,5236.33,2369.55,13283.15,43874.95
2,7300,7318,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electronic Maintenance Tech,51348668,142486.4,28622.69,7116.99,178226.08,25418.79,19508.44,11708.1,56635.33,234861.41
2,7300,7306,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Automotive Body & Fender Wrk,51846626,0.0,0.0,124.14,124.14,0.0,5032.61,9.5,5042.11,5166.25
2,1600,1222,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Sr Payroll & Personnel Clerk,51337745,75806.44,0.0,0.0,75806.44,13838.79,13469.12,5916.05,33223.96,109030.4
2,9100,9139,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Supervisor,51186789,0.0,0.0,20440.37,20440.37,0.0,706.44,1563.69,2270.13,22710.5
2,5300,5302,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Sub-Professional Engineering,Traffic Survey Technician,53616852,97212.22,8610.98,0.0,105823.2,17800.51,16201.8,8034.67,42036.98,147860.18
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327074,93662.47,36484.47,9883.32,140030.26,18824.37,19028.73,10691.47,48544.57,188574.83
2,7300,7315,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Auto Machinist Asst Sprv,53177513,105795.68,8589.17,14438.53,128823.38,21991.83,14828.72,10478.53,47299.08,176122.46
2,5500,5502,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Construction Project Mgmt,Project Manager 1,51196482,168246.0,0.0,6757.92,175003.92,29983.28,15119.38,10803.53,55906.19,230910.11
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327958,78542.13,20324.69,8571.89,107438.71,15823.56,15965.13,8040.19,39828.88,147267.59
2,7400,7410,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,252,"TWU, Local 250-A, AutoServ",Skilled Labor,Automotive Service Worker,51927051,60113.01,18145.01,12104.22,90362.24,13231.31,11396.7,6984.8,31612.81,121975.05
2,7300,7380,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,"Electrl Trnst Mech, Asst Sprv",51348765,129939.4,4697.52,14227.34,148864.26,26397.86,19508.44,11283.23,57189.53,206053.79
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327381,86494.76,22290.36,5693.01,114478.13,16751.65,17576.44,8717.65,43045.74,157523.87
