organization_group_code,job_family_code,job_code,year_type,year,organization_group,department_code,department,union_code,union,job_family,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_and_dental,other_benefits,total_benefits,total_compensation
3,9700,9704,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,Employment & Training Spec 3,53806912,110047.22,0.0,2577.6,112624.82,20621.97,16796.12,8857.48,46275.57,158900.39
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53806859,101257.0,37.16,1560.0,102854.16,18826.57,16796.12,7778.4,43401.09,146255.25
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,53016936,72352.41,0.0,0.0,72352.41,13249.82,16796.12,5661.87,35707.81,108060.22
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53807283,101257.0,0.0,3570.0,104827.0,19194.67,16796.12,7939.76,43930.55,148757.55
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,54057018,1049.5,0.0,10.5,1060.0,218.57,0.0,80.51,299.08,1359.08
2,9100,9183,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,351,"Municipal Exec Assoc, Misc",Street Transit,"Deputy Dir I, MTA",51796634,77922.01,0.0,49130.0,127052.01,14065.28,7431.47,4105.78,25602.53,152654.54
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53546899,104071.91,1845.0,0.0,105916.91,19058.95,16796.12,8345.92,44200.99,150117.9
3,0900,0933,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,351,"Municipal Exec Assoc, Misc",Management,Manager V,53656897,210450.81,0.0,5000.0,215450.81,38388.59,21680.39,16334.06,76403.04,291853.85
3,0900,0923,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,351,"Municipal Exec Assoc, Misc",Management,Manager II,51196618,167042.65,0.0,0.0,167042.65,29768.71,20882.62,13316.14,63967.47,231010.12
3,1400,1426,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Senior Clerk Typist,53807393,81109.6,0.0,1017.6,82127.2,15037.93,16796.12,6560.8,38394.85,120522.05
3,1000,1094,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,21,"Prof & Tech Eng, Local 21",Information Systems,IT Operations Support Admin IV,50867214,136566.17,0.0,0.0,136566.17,24344.02,15541.51,10794.56,50680.09,187246.26
3,2900,2907,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Eligibility Worker Supervisor,53807036,112251.62,1806.01,1560.0,115617.63,20839.78,16796.12,8909.89,46545.79,162163.42
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,50857267,91914.4,0.0,0.0,91914.4,16842.82,14797.14,7156.87,38796.83,130711.23
3,1600,1634,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Principal Account Clerk,53807122,87412.66,1120.46,1560.0,90093.12,16290.23,16796.12,7113.28,40199.63,130292.75
3,1400,1402,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Junior Clerk,52937104,58507.81,0.0,0.0,58507.81,12149.07,0.0,4653.84,16802.91,75310.72
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,53667159,3836.25,0.0,137.57,3973.82,0.0,0.0,301.81,301.81,4275.63
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53677083,8007.0,0.0,0.0,8007.0,1458.06,1938.02,623.06,4019.14,12026.14
5,0900,0952,Fiscal,2023,Culture & Recreation,LIB,Public Library,351,"Municipal Exec Assoc, Misc",Management,Dep Dir II,53356835,188823.88,0.0,5000.0,193823.88,34536.39,20882.62,13018.05,68437.06,262260.94
6,8100,8141,Fiscal,2023,General Administration & Finance,HRD,Human Resources,790,"SEIU, Local 1021, Misc",Legal & Court,Worker's Compensation Adjuster,50850739,115052.62,0.0,0.0,115052.62,21067.42,16796.12,9042.62,46906.16,161958.78
3,2900,2944,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Protective Services Supervisor,52937056,144728.99,61576.47,1755.76,208061.22,25835.15,16796.12,14168.45,56799.72,264860.94
3,2900,2940,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Protective Services Worker,53807260,128758.3,0.0,2578.6,131336.9,24042.64,16796.12,10316.69,51155.45,182492.35
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,51246552,0.0,0.0,987.29,987.29,0.0,16913.67,75.53,16989.2,17976.49
3,8100,8173,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,21,"Prof & Tech Eng, Local 21",Legal & Court,Legal Assistant,52066870,115038.77,0.0,0.0,115038.77,21062.5,16263.35,9057.38,46383.23,161422.0
3,8100,8177,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,311,Municipal Attorneys Assoc,Legal & Court,Attorney (Civil/Criminal),50866519,244143.62,0.0,4846.87,248990.49,44370.86,17852.1,14858.13,77081.09,326071.58
3,9700,9704,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,Employment & Training Spec 3,50906712,110047.22,0.0,1560.0,111607.22,20436.1,16796.12,8795.08,46027.3,157634.52
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,53336959,99590.48,0.0,1560.0,101150.48,18529.95,16030.85,7921.82,42482.62,143633.1
3,9700,9703,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,HSA Emp & Training Spec II,54226826,95004.21,43.34,240.0,95287.55,17430.15,16796.12,7482.57,41708.84,136996.39
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,50873084,60532.23,780.04,3538.37,64850.64,13250.13,15387.03,5115.15,33752.31,98602.95
5,3600,3616,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Technical Assistant 1,52536831,82711.12,43.88,2701.64,85456.64,15618.69,15366.84,6661.62,37647.15,123103.79
2,9100,9179,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,351,"Municipal Exec Assoc, Misc",Street Transit,"Manager V, MTA",53996830,201893.83,0.0,5250.0,207143.83,36917.37,21376.92,13703.53,71997.82,279141.65
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53807011,101257.0,0.0,0.0,101257.0,18541.21,20421.04,8007.94,46970.19,148227.19
3,2900,2913,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Program Specialist,52936898,112243.53,0.0,3270.0,115513.53,21154.82,16796.12,8551.3,46502.24,162015.77
3,1400,1402,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Junior Clerk,53276992,57147.01,0.0,0.0,57147.01,11868.47,16796.12,4546.73,33211.32,90358.33
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,53637431,15146.22,1730.26,0.0,16876.48,0.0,4047.62,1297.66,5345.28,22221.76
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,53807597,72484.2,0.0,0.0,72484.2,14974.53,16150.11,5714.04,36838.68,109322.88
5,3600,3618,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Technical Assistant 2,50860333,103849.99,604.75,1017.6,105472.34,19201.89,16796.12,8367.84,44365.85,149838.19
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,50862265,32821.67,1003.35,748.01,34573.03,6967.07,8341.53,2792.15,18100.75,52673.78
5,3600,3632,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Librarian 2,54096826,109447.35,0.0,902.66,110350.01,20219.72,14939.5,8645.83,43805.05,154155.06
5,1800,1823,Fiscal,2023,Culture & Recreation,LIB,Public Library,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,52336987,118965.83,0.0,18.76,118984.59,21784.13,0.0,9266.95,31051.08,150035.67
5,1800,1824,Fiscal,2023,Culture & Recreation,LIB,Public Library,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Pr Administrative Analyst,50936676,146828.8,0.0,0.0,146828.8,26872.92,16263.35,11184.88,54321.15,201149.95
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327901,91978.86,35802.65,12537.37,140318.88,19008.68,18687.61,10493.28,48189.57,188508.45
3,2900,2932,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,790,"SEIU, Local 1021, Misc",Human Services,Sr Behavioral Health Clinicn,54006832,126140.94,0.0,0.0,126140.94,23099.55,16557.26,9820.27,49477.08,175618.02
6,8100,8141,Fiscal,2023,General Administration & Finance,HRD,Human Resources,790,"SEIU, Local 1021, Misc",Legal & Court,Worker's Compensation Adjuster,53206855,115052.61,0.0,0.0,115052.61,21067.42,16796.12,8534.75,46398.29,161450.9
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,50879602,101257.0,9693.17,1017.6,111967.77,18727.08,16796.12,8908.39,44431.59,156399.36
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,52937351,101257.01,40.0,2577.6,103874.61,19012.44,16796.12,8179.25,43987.81,147862.42
3,9700,9704,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,Employment & Training Spec 3,53166852,101359.2,0.0,1560.0,102919.2,18843.62,16796.12,8134.05,43773.79,146692.99
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,53807593,61546.52,0.0,0.0,61546.52,11207.62,15181.11,4794.42,31183.15,92729.67
3,9900,9910,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc",Public Service Aide,Public Service Trainee,54057055,620.0,0.0,0.0,620.0,0.0,0.0,47.09,47.09,667.09
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,54066993,542.5,0.0,0.0,542.5,0.0,0.0,41.2,41.2,583.7
3,1800,1822,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Administrative Analyst,53656849,112840.7,0.0,0.0,112840.7,20659.09,16796.12,8657.04,46112.25,158952.95
6,1200,1227,Fiscal,2023,General Administration & Finance,HRD,Human Resources,790,"SEIU, Local 1021, Misc",Personnel,Testing Technician,54206879,222.51,0.0,0.0,222.51,0.0,0.0,16.9,16.9,239.41
3,2900,2917,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Program Support Analyst,52937380,137819.02,0.0,1560.0,139379.02,25521.44,16796.12,10967.44,53285.0,192664.02
3,2900,2907,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Eligibility Worker Supervisor,53807397,110320.9,7.49,1560.0,111888.39,20488.18,16508.0,8258.97,45255.15,157143.54
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53807388,101257.01,0.0,1560.0,102817.01,18826.57,16796.12,7359.35,42982.04,145799.05
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53686893,101257.01,6170.94,1560.0,108987.95,18826.57,16796.12,7872.37,43495.06,152483.01
3,2900,2918,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Social Worker,53796964,102937.01,72.0,1560.0,104569.01,19132.47,16796.12,8255.03,44183.62,148752.63
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,53286976,7246.25,0.0,265.45,7511.7,0.0,0.0,592.48,592.48,8104.18
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,52937786,26931.25,0.0,970.62,27901.87,1317.21,0.0,2223.56,3540.77,31442.64
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,52937762,21341.96,0.0,0.0,21341.96,0.0,8572.22,1694.34,10266.56,31608.52
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,52937764,23872.33,0.0,0.0,23872.33,761.51,0.0,1915.09,2676.6,26548.93
5,3600,3616,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Technical Assistant 1,50864165,66984.75,0.0,3122.24,70106.99,12837.85,11781.51,5490.39,30109.75,100216.74
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51336805,88876.07,19870.29,3800.32,112546.68,16831.9,18055.52,8575.77,43463.19,156009.87
3,2900,2944,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Protective Services Supervisor,53807263,144729.0,14977.92,4527.41,164234.33,26075.03,16796.12,12444.04,55315.19,219549.52
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,52937037,72143.4,0.0,0.0,72143.4,13218.27,16796.12,5661.05,35675.44,107818.84
3,4200,4230,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,21,"Prof & Tech Eng, Local 21",Appraisal & Taxation,Estate Investigator,53636863,113465.62,1450.67,6504.05,121420.34,20774.77,16263.35,9407.58,46445.7,167866.04
3,1400,1402,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Junior Clerk,53826933,24823.62,0.0,1251.63,26075.25,2492.98,9948.47,1875.85,14317.3,40392.55
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53807494,72471.82,7470.64,0.0,79942.46,15047.69,16796.12,6313.34,38157.15,118099.61
6,1800,1844,Fiscal,2023,General Administration & Finance,HSS,Health Service System,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Senior Management Assistant,50880579,121353.8,0.0,0.0,121353.8,22221.22,16796.12,9448.35,48465.69,169819.49
5,3600,3632,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Librarian 2,50846763,6314.0,0.0,76.67,6390.67,1289.64,904.4,501.72,2695.76,9086.43
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,50858787,43338.72,0.0,0.0,43338.72,9012.71,11022.46,3098.36,23133.53,66472.25
5,1400,1436,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Braillist,53956866,56477.01,0.0,257.16,56734.17,10379.77,12209.49,4278.79,26868.05,83602.22
2,7300,7346,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,4,SF City Workers United,Journeyman Trade,Painter,51349132,104783.32,1275.55,4476.0,110534.87,20005.38,17972.89,8227.41,46205.68,156740.55
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337188,43314.77,10664.63,2882.52,56861.92,8322.83,9994.14,4312.22,22629.19,79491.11
3,1600,1634,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Principal Account Clerk,53807136,99824.22,0.0,1017.0,100841.22,18467.45,16796.12,7715.26,42978.83,143820.05
3,9700,9705,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,Emp & Training Spec 4,54156944,118043.12,0.25,897.6,118940.97,21774.4,16796.12,9235.78,47806.3,166747.27
3,9900,9910,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc",Public Service Aide,Public Service Trainee,52937523,13523.75,0.0,0.0,13523.75,0.0,0.0,1069.01,1069.01,14592.76
3,2900,2940,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Protective Services Worker,50852022,128733.55,0.0,1668.61,130402.16,23861.15,16796.12,10169.53,50826.8,181228.96
3,1800,1823,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,53807527,126178.04,0.0,0.0,126178.04,23099.89,16263.35,9518.89,48882.13,175060.17
5,1400,1452,Fiscal,2023,Culture & Recreation,LIB,Public Library,22,"Prof & Tech Eng, Local 21","Clerical, Secretarial & Steno",Executive Secretary 2,50851959,107195.65,552.38,0.0,107748.03,19628.62,16263.35,8345.69,44237.66,151985.69
3,2900,2917,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,535,"SEIU, Local 1021, Misc",Human Services,Program Support Analyst,51566864,129659.45,0.0,0.0,129659.45,23737.32,16796.12,10087.22,50620.66,180280.11
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,53806955,86981.33,328.66,2310.68,89620.67,16367.9,14436.11,7098.82,37902.83,127523.5
3,9900,9916,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,53816927,2945.0,0.0,0.0,2945.0,0.0,0.0,223.68,223.68,3168.68
3,2900,2904,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Human Services Technician,53806872,86061.6,42123.35,1819.72,130004.67,16092.32,16796.12,10151.0,43039.44,173044.11
3,2900,2905,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,HSA Sr Eligibility Worker,50870483,101257.02,219.66,0.0,101476.68,18541.21,15714.63,8014.6,42270.44,143747.12
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,52707056,30535.01,1534.75,0.0,32069.76,5132.3,8075.06,2511.28,15718.64,47788.4
3,2900,2940,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Human Services,Protective Services Worker,53177550,107735.75,0.0,0.0,107735.75,19728.64,16796.12,8469.42,44994.18,152729.93
5,7300,7355,Fiscal,2023,Culture & Recreation,LIB,Public Library,216,"Teamsters, Local 853",Journeyman Trade,Truck Driver,50863293,100193.8,16675.02,5702.05,122570.87,19387.01,18344.16,9522.68,47253.85,169824.72
2,7300,7329,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electr Maint Tech Asst Sprv,51346980,154213.64,10104.23,0.0,164317.87,27482.6,19506.09,12280.41,59269.1,223586.97
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,52167037,85226.05,20609.91,5904.31,111740.27,16009.52,17441.03,3841.6,37292.15,149032.42
3,1000,1053,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,21,"Prof & Tech Eng, Local 21",Information Systems,IS Business Analyst-Senior,53546944,106729.0,0.0,0.0,106729.0,18912.37,11973.11,8058.21,38943.69,145672.69
3,1800,1822,Fiscal,2023,Human Welfare & Neighborhood Development,HOM,Homeless Services,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Administrative Analyst,53556959,72635.0,0.0,0.0,72635.0,13226.93,12855.49,5722.95,31805.37,104440.37
3,1600,1632,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Senior Account Clerk,53807131,88335.55,0.0,1016.8,89352.35,16364.23,16796.12,7138.64,40298.99,129651.34
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,52937308,71119.39,0.0,1016.8,72136.19,13211.05,16796.12,5773.09,35780.26,107916.45
3,1400,1404,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Clerk,53796944,58885.81,0.0,0.0,58885.81,12230.24,16796.12,4678.7,33705.06,92590.87
3,2500,2576,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,21,"Prof & Tech Eng, Local 21",Med Therapy & Auxiliary,Sprv Clincal Psychologist,51566865,154409.73,0.0,180.0,154589.73,27545.64,15919.32,12054.4,55519.36,210109.09
6,1200,1231,Fiscal,2023,General Administration & Finance,HRD,Human Resources,22,"Prof & Tech Eng, Local 21",Personnel,EEO Senior Specialist,52086965,52312.41,0.0,5323.4,57635.81,9633.59,0.0,4547.04,14180.63,71816.44
6,1200,1233,Fiscal,2023,General Administration & Finance,HRD,Human Resources,22,"Prof & Tech Eng, Local 21",Personnel,EEO Programs Specialist,54207014,101832.0,0.0,0.0,101832.0,18543.6,15012.32,7823.71,41379.63,143211.63
3,1400,1406,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Senior Clerk,50874494,72461.84,0.0,0.0,72461.84,13243.27,16471.1,5547.12,35261.49,107723.33
3,9700,9704,Fiscal,2023,Human Welfare & Neighborhood Development,HSA,Human Services,535,"SEIU, Local 1021, Misc",Community Development,Employment & Training Spec 3,52546967,41803.8,0.0,0.0,41803.8,7612.46,7364.45,3260.75,18237.66,60041.46
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,50847970,48533.46,0.0,1600.89,50134.35,10414.29,12338.69,3956.92,26709.9,76844.25
5,3600,3630,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Librarian 1,51726695,40186.53,0.0,505.55,40692.08,7410.02,7356.38,2822.49,17588.89,58280.97
5,3600,3630,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Librarian 1,54226942,7530.16,0.0,77.3,7607.46,0.0,0.0,577.81,577.81,8185.27
5,3600,3602,Fiscal,2023,Culture & Recreation,LIB,Public Library,790,"SEIU, Local 1021, Misc",Library,Library Page,53786862,32146.84,219.74,359.35,32725.93,6770.76,8543.41,2611.1,17925.27,50651.2
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337575,97633.07,39464.06,13690.58,150787.71,20243.95,19833.24,11499.56,51576.75,202364.46
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,53537026,36590.41,3520.96,2324.29,42435.66,6780.04,5442.59,1860.98,14083.61,56519.27
6,1800,1801,Fiscal,2023,General Administration & Finance,HRD,Human Resources,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Analyst Trainee,51927013,53771.51,0.0,0.0,53771.51,11087.76,0.0,4238.1,15325.86,69097.37
4,2500,2586,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Med Therapy & Auxiliary,Health Worker 2,53237172,16146.0,0.0,0.0,16146.0,0.0,3876.02,1243.29,5119.31,21265.31
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53356944,14879.91,0.0,866.16,15746.07,2790.2,1718.92,1196.73,5705.85,21451.92
2,1800,1823,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,53637231,134084.81,0.0,0.0,134084.81,24552.36,16263.35,10529.82,51345.53,185430.34
2,7200,7220,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Supervisory-Labor & Trade,Asphalt Finisher Supervisor 1,53796899,126191.52,31099.18,4077.08,161367.78,23107.39,16186.92,11990.42,51284.73,212652.51
2,7300,7355,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,216,"Teamsters, Local 853",Journeyman Trade,Truck Driver,53636945,107740.2,44017.3,3205.1,154962.6,20314.96,18344.16,11983.93,50643.05,205605.65
3,5600,5642,Fiscal,2023,Human Welfare & Neighborhood Development,ENV,Environment,21,"Prof & Tech Eng, Local 21",Energy & Environment,Sr. Environmental Spec,50872394,1328.15,0.0,1801.61,3129.76,280.13,62.56,266.77,609.46,3739.22
